Order ID,Order Date,Region,State,City,Customer Segment,Customer Name,Product Category,Sub Category,Product Name,Quantity,Unit Price,Discount,Sales,Cost,Profit,Salesperson,Payment Method
ORD-2023551,2024-09-17,South,Georgia,Atlanta,Consumer,Emerson Underwood,Technology,Computers,Vector 14 Laptop,2,1333.83,0.15,2267.51,1368.7,898.81,Ava Nguyen,Wire Transfer
ORD-2023552,2024-01-29,South,Louisiana,New Orleans,Consumer,Alex Underwood,Office Supplies,Paper,HeavyStock Cardstock Pack,5,14.17,0.05,67.31,38.69,28.62,Chloe Dubois,Credit Card
ORD-2023553,2024-08-30,East,Massachusetts,Boston,Home Office,Cameron Thorne,Office Supplies,Storage,ClearFile Document Tote,2,31.17,0,62.34,35.15,27.19,Elena Garcia,Purchase Order
ORD-2023554,2024-10-29,Central,Texas,Austin,Corporate,Alex Rowland,Furniture,Tables,Atlas Standing Desk,1,664.88,0.1,598.39,379.88,218.51,Maya Sharma,Apple Pay
ORD-2023555,2024-11-25,East,New York,New York,Corporate,Elliot Pemberton,Technology,Accessories,SonicPods Wireless Buds,3,137.67,0,413.01,259.6,153.41,Maya Sharma,Apple Pay
ORD-2023556,2023-12-06,Central,Texas,Austin,Small Business,Alex Ibarra,Office Supplies,Binders,"VaultBind 2"" Binder",4,12.04,0,48.16,31.98,16.18,Chloe Dubois,Debit Card
ORD-2023557,2024-04-22,East,Massachusetts,Boston,Small Business,Alex Sinclair,Office Supplies,Storage,StackWell Storage Bin,1,22.58,0,22.58,12.8,9.78,Marcus Chen,Debit Card
ORD-2023558,2023-10-25,South,Tennessee,Nashville,Home Office,Drew Garrison,Technology,Phones,Aurora X12 Smartphone,5,869.96,0,4349.8,2611.43,1738.37,Noah Kim,Purchase Order
ORD-2023559,2023-09-09,East,Massachusetts,Boston,Consumer,Riley Klein,Furniture,Tables,Northwood Oak Desk,6,485.6,0,2913.6,1829.24,1084.36,Jonas Weber,Debit Card
ORD-2023560,2024-01-14,Central,Texas,Dallas,Small Business,Riley Sinclair,Technology,Phones,Aurora X12 Smartphone,3,956.16,0,2868.48,2102.1,766.38,Elena Garcia,Apple Pay
ORD-2023561,2024-01-19,Central,Missouri,Kansas City,Corporate,Drew Fitzgerald,Technology,Computers,Meridian Mini Desktop,4,839.38,0.1,3021.77,1833.76,1188.01,Yuki Tanaka,Purchase Order
ORD-2023562,2024-05-15,East,New York,New York,Small Business,Rowan Garrison,Technology,Phones,Nimbus Pro Phone,5,1092.78,0.1,4917.51,3268.55,1648.96,Noah Kim,Apple Pay
ORD-2023563,2024-01-18,South,Louisiana,New Orleans,Small Business,Cameron Ortega,Office Supplies,Storage,StackWell Storage Bin,4,24.08,0.05,91.5,58.66,32.84,Elena Garcia,Purchase Order
ORD-2023564,2023-06-10,Central,Texas,Austin,Consumer,Jamie Pemberton,Furniture,Chairs,Kestrel Task Chair,7,219.49,0.1,1382.79,833.74,549.05,Yuki Tanaka,Purchase Order
ORD-2023565,2023-12-11,South,Louisiana,New Orleans,Small Business,Drew Delgado,Apparel,Footwear,Portside Slip-On,3,73.52,0,220.56,143.71,76.85,Noah Kim,Credit Card
ORD-2023566,2023-10-29,West,Washington,Seattle,Corporate,Reese Jansen,Technology,Phones,Aurora X12 Smartphone,1,890.4,0.05,845.88,530.17,315.71,Liam O'Connor,Apple Pay
ORD-2023567,2024-11-30,Central,Texas,Dallas,Corporate,Alex Quintero,Office Supplies,Paper,HeavyStock Cardstock Pack,2,15.11,0.15,25.69,18.99,6.7,Diego Alvarez,Purchase Order
ORD-2023568,2023-06-02,South,Tennessee,Nashville,Corporate,Rowan Lockhart,Furniture,Tables,Northwood Oak Desk,5,494.97,0.2,1979.88,1417.95,561.93,Marcus Chen,PayPal
ORD-2023569,2023-07-12,South,Louisiana,New Orleans,Corporate,Avery Lockhart,Apparel,Footwear,Trailmate Work Boots,1,123.58,0,123.58,82.18,41.4,Sofia Rossi,Wire Transfer
ORD-2023570,2024-03-11,South,North Carolina,Charlotte,Home Office,Reese Thorne,Technology,Computers,Vector 14 Laptop,5,1495.67,0,7478.35,5793.97,1684.38,Diego Alvarez,Purchase Order
ORD-2023571,2024-09-14,South,Louisiana,New Orleans,Corporate,Cameron Delgado,Apparel,Uniforms,HighVis Softshell,1,87.76,0.2,70.21,48.93,21.28,Priya Patel,Credit Card
ORD-2023572,2024-11-22,East,New York,New York,Small Business,Sam Klein,Technology,Phones,Aurora X12 Smartphone,4,853.81,0.15,2902.95,1786.12,1116.83,Diego Alvarez,Purchase Order
ORD-2023573,2023-03-13,South,Georgia,Atlanta,Home Office,Sasha Quintero,Technology,Phones,Aurora Lite 5G,4,528.13,0,2112.52,1224.63,887.89,Chloe Dubois,Credit Card
ORD-2023574,2024-02-03,East,Massachusetts,Boston,Corporate,Skyler Pemberton,Office Supplies,Storage,ClearFile Document Tote,1,30.79,0.1,27.71,18.98,8.73,Liam O'Connor,Debit Card
ORD-2023575,2023-01-08,East,Florida,Miami,Consumer,Taylor Klein,Apparel,Uniforms,HighVis Softshell,1,89.78,0.2,71.82,49.02,22.8,Diego Alvarez,Wire Transfer
ORD-2023576,2023-12-22,Central,Missouri,Kansas City,Corporate,Casey Thorne,Apparel,Uniforms,FieldOps Polo (M),5,36.24,0.15,154.02,100.93,53.09,Marcus Chen,Wire Transfer
ORD-2023577,2024-12-16,West,California,San Francisco,Corporate,Parker Emerson,Office Supplies,Writing,Onyx Gel Pens (12-pack),2,14.56,0.2,23.3,15.02,8.28,Noah Kim,Credit Card
ORD-2023578,2023-04-18,Central,Missouri,Kansas City,Small Business,Rowan Nash,Furniture,Tables,Northwood Oak Desk,1,494.31,0.2,395.45,219.93,175.52,Noah Kim,Apple Pay
ORD-2023579,2024-02-13,East,Florida,Miami,Consumer,Taylor Delgado,Technology,Accessories,BraidedCharge USB-C Cable,2,19.64,0.2,31.42,20.78,10.64,Yuki Tanaka,Apple Pay
ORD-2023580,2023-09-06,South,Tennessee,Nashville,Small Business,Jordan Sinclair,Office Supplies,Binders,"VaultBind 2"" Binder",2,12.69,0,25.38,14.99,10.39,Chloe Dubois,Wire Transfer
ORD-2023581,2023-06-22,West,California,Los Angeles,Home Office,Jamie Rowland,Furniture,Tables,Atlas Standing Desk,4,691.17,0.05,2626.45,1711.59,914.86,Diego Alvarez,Apple Pay
ORD-2023582,2024-11-06,West,Oregon,Portland,Home Office,Sam Mercer,Apparel,Uniforms,HighVis Softshell,6,83.72,0.15,426.97,310.17,116.8,Sofia Rossi,Debit Card
ORD-2023583,2023-04-04,West,Oregon,Portland,Consumer,Casey Garrison,Technology,Accessories,BraidedCharge USB-C Cable,2,20.41,0,40.82,29.93,10.89,Ava Nguyen,Wire Transfer
ORD-2023584,2024-06-08,West,Washington,Seattle,Home Office,Jordan Ibarra,Furniture,Storage,Cirrus 3-Drawer Cabinet,2,245.21,0.15,416.86,319.29,97.57,Sofia Rossi,Credit Card
ORD-2023585,2024-01-01,Central,Texas,Dallas,Consumer,Avery Carter,Apparel,Footwear,Trailmate Work Boots,1,122.45,0.1,110.2,77.08,33.12,Marcus Chen,Debit Card
ORD-2023586,2024-02-25,Central,Missouri,Kansas City,Consumer,Morgan Lockhart,Furniture,Tables,Northwood Oak Desk,4,500.73,0.15,1702.48,1201.81,500.67,Priya Patel,Apple Pay
ORD-2023587,2024-12-05,Central,Missouri,Kansas City,Consumer,Emerson Emerson,Office Supplies,Paper,HeavyStock Cardstock Pack,1,13.62,0,13.62,8.22,5.4,Liam O'Connor,Debit Card
ORD-2023588,2024-03-14,East,New York,New York,Consumer,Jamie Ibarra,Furniture,Tables,Atlas Standing Desk,5,637.01,0,3185.05,2027.04,1158.01,Chloe Dubois,Purchase Order
ORD-2023589,2024-03-30,Central,Texas,Dallas,Home Office,Riley Sinclair,Office Supplies,Paper,HeavyStock Cardstock Pack,2,13.21,0.1,23.78,14.95,8.83,Ava Nguyen,Apple Pay
ORD-2023590,2023-09-12,East,Florida,Miami,Home Office,Riley Carter,Furniture,Tables,Compass Meeting Table,1,845.82,0.2,676.66,383.05,293.61,Diego Alvarez,Debit Card
ORD-2023591,2023-07-29,East,New York,New York,Corporate,Casey Underwood,Furniture,Chairs,Loft Lounge Chair,6,589.18,0.05,3358.33,2036.27,1322.06,Sofia Rossi,PayPal
ORD-2023592,2023-10-20,South,Tennessee,Nashville,Home Office,Sasha Rowland,Apparel,Uniforms,FieldOps Polo (L),4,33.86,0,135.44,89.16,46.28,Maya Sharma,Apple Pay
ORD-2023593,2024-03-19,East,Florida,Miami,Consumer,Casey Jansen,Apparel,Footwear,Trailmate Work Boots,3,132.01,0,396.03,268.17,127.86,Elena Garcia,Wire Transfer
ORD-2023594,2023-11-10,South,North Carolina,Charlotte,Small Business,Riley Bennett,Apparel,Uniforms,FieldOps Polo (L),1,32.61,0.2,26.09,15.52,10.57,Ava Nguyen,Purchase Order
ORD-2023595,2024-01-19,South,Louisiana,New Orleans,Small Business,Jordan Nash,Apparel,Footwear,Portside Slip-On,1,75.65,0.15,64.3,48.45,15.85,Maya Sharma,Debit Card
ORD-2023596,2023-07-18,South,North Carolina,Charlotte,Home Office,Sam Quintero,Apparel,Footwear,Trailmate Work Boots,3,133.02,0.15,339.2,243.95,95.25,Ava Nguyen,PayPal
ORD-2023597,2024-10-08,West,California,San Francisco,Home Office,Taylor Nash,Apparel,Uniforms,FieldOps Polo (L),3,35.11,0,105.33,58.23,47.1,Elena Garcia,Apple Pay
ORD-2023598,2024-08-23,West,California,San Francisco,Small Business,Sasha Delgado,Furniture,Tables,Atlas Standing Desk,5,672.92,0.15,2859.91,1958.46,901.45,Marcus Chen,Apple Pay
ORD-2023599,2024-08-09,Central,Texas,Dallas,Home Office,Taylor Ortega,Furniture,Storage,Ember Filing Unit,3,172.48,0.2,413.95,227.82,186.13,Yuki Tanaka,Wire Transfer
ORD-2023600,2024-11-01,Central,Missouri,Kansas City,Corporate,Skyler Emerson,Furniture,Tables,Northwood Oak Desk,2,507.86,0.05,964.93,638.68,326.25,Jonas Weber,Purchase Order
ORD-2023601,2023-08-06,East,Massachusetts,Boston,Consumer,Casey Delgado,Furniture,Chairs,Kestrel Task Chair,7,219.37,0,1535.59,1151.27,384.32,Liam O'Connor,Credit Card
ORD-2023602,2024-01-22,West,Washington,Seattle,Consumer,Drew Bennett,Office Supplies,Paper,Silverleaf A4 Ream (500),2,8.06,0,16.12,8.9,7.22,Diego Alvarez,Purchase Order
ORD-2023603,2023-02-12,West,California,San Francisco,Consumer,Reese Lockhart,Apparel,Footwear,Portside Slip-On,1,74.01,0.1,66.61,47.08,19.53,Sofia Rossi,PayPal
ORD-2023604,2024-11-12,South,Louisiana,New Orleans,Consumer,Morgan Bennett,Office Supplies,Writing,Onyx Gel Pens (12-pack),3,14.11,0.15,35.98,25.79,10.19,Maya Sharma,Credit Card
ORD-2023605,2024-06-27,Central,Texas,Dallas,Home Office,Avery Carter,Apparel,Footwear,Portside Slip-On,3,76.17,0.1,205.66,113.9,91.76,Chloe Dubois,PayPal
ORD-2023606,2024-11-25,South,Tennessee,Nashville,Small Business,Jordan Nash,Apparel,Uniforms,FieldOps Polo (L),3,34.0,0.2,81.6,63.4,18.2,Liam O'Connor,Purchase Order
ORD-2023607,2023-07-19,East,New York,New York,Corporate,Rowan Emerson,Apparel,Uniforms,FieldOps Polo (L),6,36.66,0.2,175.97,103.59,72.38,Jonas Weber,Apple Pay
ORD-2023608,2024-07-07,East,Massachusetts,Boston,Corporate,Reese Nash,Furniture,Storage,Cirrus 3-Drawer Cabinet,1,218.64,0,218.64,128.31,90.33,Liam O'Connor,Debit Card
ORD-2023609,2023-09-21,South,Georgia,Atlanta,Corporate,Quinn Nash,Apparel,Uniforms,HighVis Softshell,2,90.84,0,181.68,126.83,54.85,Diego Alvarez,Apple Pay
ORD-2023610,2024-07-29,South,Tennessee,Nashville,Corporate,Hayden Holloway,Office Supplies,Paper,HeavyStock Cardstock Pack,4,13.33,0,53.32,33.5,19.82,Chloe Dubois,Credit Card
ORD-2023611,2024-08-09,Central,Texas,Dallas,Home Office,Avery Fitzgerald,Apparel,Uniforms,FieldOps Polo (L),5,35.99,0.15,152.96,95.37,57.59,Yuki Tanaka,Apple Pay
ORD-2023612,2024-09-08,East,New York,New York,Small Business,Elliot Pemberton,Technology,Computers,Vector 16 Studio,4,2164.32,0.1,7791.55,5785.69,2005.86,Priya Patel,Purchase Order
ORD-2023613,2023-10-18,East,New York,New York,Home Office,Quinn Carter,Office Supplies,Paper,HeavyStock Cardstock Pack,6,14.1,0.05,80.37,53.35,27.02,Noah Kim,Debit Card
ORD-2023614,2023-08-04,East,New York,New York,Corporate,Parker Nash,Apparel,Footwear,Portside Slip-On,3,79.76,0,239.28,186.15,53.13,Noah Kim,Wire Transfer
ORD-2023615,2024-11-25,South,North Carolina,Charlotte,Small Business,Reese Thorne,Apparel,Uniforms,HighVis Softshell,2,95.16,0.15,161.77,92.59,69.18,Ava Nguyen,Apple Pay
ORD-2023616,2023-11-08,South,Tennessee,Nashville,Corporate,Riley Bennett,Apparel,Footwear,Portside Slip-On,1,78.86,0.05,74.92,44.96,29.96,Noah Kim,Apple Pay
ORD-2023617,2024-08-12,West,California,San Francisco,Small Business,Skyler Lockhart,Apparel,Uniforms,FieldOps Polo (M),7,32.82,0,229.74,132.56,97.18,Maya Sharma,Wire Transfer
ORD-2023618,2023-06-02,South,Tennessee,Nashville,Consumer,Quinn Delgado,Technology,Phones,Aurora Lite 5G,6,553.62,0,3321.72,2325.68,996.04,Jonas Weber,Apple Pay
ORD-2023619,2024-01-27,Central,Missouri,Kansas City,Home Office,Hayden Thorne,Technology,Phones,Aurora X12 Smartphone,5,929.23,0.05,4413.84,2450.99,1962.85,Jonas Weber,PayPal
ORD-2023620,2024-12-11,West,California,San Francisco,Small Business,Parker Garrison,Apparel,Footwear,Portside Slip-On,4,75.48,0,301.92,188.64,113.28,Elena Garcia,Apple Pay
ORD-2023621,2023-01-21,South,Louisiana,New Orleans,Consumer,Rowan Lockhart,Technology,Phones,Nimbus Pro Phone,4,1125.24,0,4500.96,2481.04,2019.92,Marcus Chen,Credit Card
ORD-2023622,2023-05-12,East,Massachusetts,Boston,Consumer,Parker Garrison,Office Supplies,Paper,Silverleaf A4 Ream (500),2,8.62,0.1,15.52,9.83,5.69,Elena Garcia,Apple Pay
ORD-2023623,2023-01-01,East,Pennsylvania,Philadelphia,Consumer,Skyler Holloway,Office Supplies,Storage,StackWell Storage Bin,1,24.32,0.1,21.89,15.09,6.8,Chloe Dubois,Credit Card
ORD-2023624,2024-11-09,West,California,San Francisco,Consumer,Emerson Sinclair,Furniture,Chairs,Kestrel Task Chair,1,232.11,0.05,220.5,169.83,50.67,Sofia Rossi,Purchase Order
ORD-2023625,2024-01-03,Central,Texas,Dallas,Small Business,Drew Ortega,Technology,Computers,Vector 16 Studio,2,2117.34,0.2,3387.74,1928.13,1459.61,Chloe Dubois,Debit Card
ORD-2023626,2024-07-02,East,New York,New York,Home Office,Morgan Lockhart,Furniture,Storage,Ember Filing Unit,6,182.38,0,1094.28,707.48,386.8,Elena Garcia,Wire Transfer
ORD-2023627,2023-01-27,East,New York,New York,Home Office,Reese Jansen,Technology,Computers,Vector 14 Laptop,2,1379.57,0,2759.14,1747.77,1011.37,Priya Patel,Debit Card
ORD-2023628,2023-10-08,West,California,Los Angeles,Small Business,Cameron Thorne,Furniture,Tables,Northwood Oak Desk,1,513.25,0,513.25,303.03,210.22,Jonas Weber,Credit Card
ORD-2023629,2024-06-25,Central,Texas,Austin,Home Office,Morgan Jansen,Technology,Phones,Aurora X12 Smartphone,1,867.8,0.15,737.63,486.6,251.03,Ava Nguyen,Apple Pay
ORD-2023630,2024-06-09,East,Massachusetts,Boston,Corporate,Sam Underwood,Apparel,Footwear,Trailmate Work Boots,6,137.85,0.1,744.39,530.55,213.84,Elena Garcia,Apple Pay
ORD-2023631,2024-04-13,East,Florida,Miami,Home Office,Taylor Klein,Apparel,Footwear,Portside Slip-On,5,77.0,0.05,365.75,226.84,138.91,Elena Garcia,PayPal
ORD-2023632,2023-04-03,West,California,Los Angeles,Corporate,Elliot Bennett,Technology,Phones,Nimbus Pro Phone,2,1041.89,0.1,1875.4,1270.5,604.9,Elena Garcia,Apple Pay
ORD-2023633,2024-06-04,East,Florida,Miami,Small Business,Avery Ibarra,Technology,Accessories,BraidedCharge USB-C Cable,1,19.84,0.15,16.86,12.0,4.86,Chloe Dubois,Apple Pay
ORD-2023634,2024-06-24,West,Oregon,Portland,Corporate,Jamie Ortega,Furniture,Chairs,Halden Ergo Chair,1,345.99,0,345.99,231.17,114.82,Jonas Weber,Wire Transfer
ORD-2023635,2023-06-24,Central,Illinois,Chicago,Home Office,Hayden Nash,Furniture,Storage,Cirrus 3-Drawer Cabinet,2,223.75,0,447.5,322.09,125.41,Sofia Rossi,PayPal
ORD-2023636,2024-10-20,West,Oregon,Portland,Small Business,Jordan Bennett,Technology,Accessories,BraidedCharge USB-C Cable,5,19.5,0.1,87.75,54.28,33.47,Noah Kim,Apple Pay
ORD-2023637,2023-07-10,South,North Carolina,Charlotte,Consumer,Elliot Bennett,Technology,Accessories,SonicPods Wireless Buds,4,137.49,0.15,467.47,270.42,197.05,Priya Patel,Apple Pay
ORD-2023638,2023-09-14,East,Florida,Miami,Small Business,Drew Emerson,Office Supplies,Writing,Meridian Fineliners (6-pack),5,22.0,0,110.0,74.07,35.93,Jonas Weber,Apple Pay
ORD-2023639,2024-03-25,East,Massachusetts,Boston,Home Office,Quinn Ortega,Apparel,Uniforms,FieldOps Polo (L),5,32.49,0.1,146.21,81.77,64.44,Chloe Dubois,PayPal
ORD-2023640,2023-02-02,East,Massachusetts,Boston,Small Business,Morgan Lockhart,Office Supplies,Paper,HeavyStock Cardstock Pack,1,14.12,0.2,11.3,8.29,3.01,Elena Garcia,Purchase Order
ORD-2023641,2024-02-03,East,New York,New York,Consumer,Reese Ortega,Technology,Phones,Aurora X12 Smartphone,3,931.2,0,2793.6,1972.31,821.29,Maya Sharma,Apple Pay
ORD-2023642,2023-01-09,South,Louisiana,New Orleans,Home Office,Skyler Garrison,Office Supplies,Storage,StackWell Storage Bin,3,25.12,0.05,71.59,49.54,22.05,Sofia Rossi,PayPal
ORD-2023643,2023-04-28,Central,Texas,Dallas,Small Business,Hayden Fitzgerald,Furniture,Tables,Compass Meeting Table,3,937.0,0,2811.0,1668.03,1142.97,Sofia Rossi,Credit Card
ORD-2023644,2023-05-16,South,Georgia,Atlanta,Home Office,Jamie Nash,Furniture,Chairs,Kestrel Task Chair,2,206.4,0.05,392.16,223.89,168.27,Elena Garcia,Purchase Order
ORD-2023645,2023-11-10,East,Massachusetts,Boston,Home Office,Avery Ortega,Apparel,Footwear,Trailmate Work Boots,1,126.76,0.1,114.08,72.28,41.8,Sofia Rossi,PayPal
ORD-2023646,2023-02-18,East,New York,New York,Consumer,Emerson Emerson,Technology,Computers,Meridian Mini Desktop,3,787.04,0.1,2125.01,1399.48,725.53,Elena Garcia,Debit Card
ORD-2023647,2023-09-16,South,North Carolina,Charlotte,Home Office,Avery Thorne,Office Supplies,Paper,Silverleaf A4 Ream (500),1,8.38,0,8.38,5.25,3.13,Yuki Tanaka,Purchase Order
ORD-2023648,2024-01-16,East,Pennsylvania,Philadelphia,Corporate,Riley Holloway,Apparel,Uniforms,FieldOps Polo (M),1,32.58,0,32.58,18.23,14.35,Chloe Dubois,Wire Transfer
ORD-2023649,2023-04-12,West,Washington,Seattle,Home Office,Parker Mercer,Apparel,Uniforms,HighVis Softshell,3,86.05,0.1,232.33,175.42,56.91,Noah Kim,Wire Transfer
ORD-2023650,2024-10-06,West,Oregon,Portland,Consumer,Morgan Klein,Apparel,Footwear,Trailmate Work Boots,2,124.27,0.1,223.69,158.87,64.82,Ava Nguyen,Purchase Order
ORD-2023651,2023-03-04,East,Florida,Miami,Small Business,Riley Garrison,Technology,Phones,Aurora Lite 5G,3,575.96,0.15,1468.7,1012.9,455.8,Ava Nguyen,Debit Card
ORD-2023652,2024-08-08,East,New York,New York,Small Business,Casey Ibarra,Office Supplies,Writing,Onyx Gel Pens (12-pack),1,14.72,0.1,13.25,8.97,4.28,Ava Nguyen,Purchase Order
ORD-2023653,2023-09-01,Central,Illinois,Chicago,Corporate,Alex Mercer,Office Supplies,Binders,SlimEdge Ring Binder,3,6.46,0.05,18.41,12.39,6.02,Diego Alvarez,Purchase Order
ORD-2023654,2024-01-13,Central,Illinois,Chicago,Home Office,Alex Mercer,Furniture,Tables,Compass Meeting Table,2,882.18,0,1764.36,1224.41,539.95,Sofia Rossi,Apple Pay
ORD-2023655,2023-10-14,East,Pennsylvania,Philadelphia,Consumer,Sam Lockhart,Technology,Computers,Meridian Mini Desktop,1,779.85,0.05,740.86,546.66,194.2,Liam O'Connor,Debit Card
ORD-2023656,2024-08-18,South,Tennessee,Nashville,Small Business,Casey Pemberton,Furniture,Storage,Ember Filing Unit,1,177.5,0.2,142.0,81.16,60.84,Priya Patel,Debit Card
ORD-2023657,2023-07-13,South,Tennessee,Nashville,Home Office,Taylor Ortega,Technology,Accessories,BraidedCharge USB-C Cable,6,19.69,0.05,112.23,63.52,48.71,Sofia Rossi,Wire Transfer
ORD-2023658,2024-10-22,South,Georgia,Atlanta,Corporate,Alex Carter,Technology,Computers,Vector 14 Laptop,1,1389.07,0,1389.07,799.14,589.93,Priya Patel,Debit Card
ORD-2023659,2023-03-27,Central,Texas,Dallas,Consumer,Hayden Pemberton,Technology,Phones,Nimbus Pro Phone,3,1141.91,0.05,3254.44,1894.16,1360.28,Priya Patel,PayPal
ORD-2023660,2023-12-06,South,Tennessee,Nashville,Corporate,Jamie Emerson,Technology,Computers,Meridian Mini Desktop,1,780.98,0,780.98,433.35,347.63,Yuki Tanaka,PayPal
ORD-2023661,2023-04-16,South,Tennessee,Nashville,Consumer,Quinn Emerson,Furniture,Chairs,Halden Ergo Chair,2,360.08,0.05,684.15,521.31,162.84,Jonas Weber,Debit Card
ORD-2023662,2023-04-23,East,New York,New York,Home Office,Emerson Fitzgerald,Office Supplies,Paper,HeavyStock Cardstock Pack,3,13.39,0,40.17,30.37,9.8,Priya Patel,Wire Transfer
ORD-2023663,2024-06-27,Central,Texas,Dallas,Small Business,Avery Jansen,Furniture,Storage,Ember Filing Unit,1,190.2,0.1,171.18,130.22,40.96,Chloe Dubois,Credit Card
ORD-2023664,2023-01-03,East,Massachusetts,Boston,Home Office,Jordan Thorne,Furniture,Tables,Atlas Standing Desk,1,675.6,0.2,540.48,398.53,141.95,Elena Garcia,Apple Pay
ORD-2023665,2023-10-13,East,New York,New York,Home Office,Reese Fitzgerald,Furniture,Chairs,Kestrel Task Chair,1,220.62,0.15,187.53,129.1,58.43,Diego Alvarez,Debit Card
ORD-2023666,2024-01-28,South,Louisiana,New Orleans,Small Business,Sam Delgado,Furniture,Tables,Northwood Oak Desk,5,499.43,0.15,2122.58,1424.67,697.91,Sofia Rossi,PayPal
ORD-2023667,2023-01-03,East,New York,New York,Home Office,Morgan Sinclair,Apparel,Uniforms,FieldOps Polo (M),5,36.0,0,180.0,111.2,68.8,Elena Garcia,Debit Card
ORD-2023668,2023-08-04,East,New York,New York,Corporate,Sasha Mercer,Technology,Computers,Meridian Mini Desktop,3,767.06,0,2301.18,1634.09,667.09,Ava Nguyen,Apple Pay
ORD-2023669,2023-04-19,West,Oregon,Portland,Corporate,Casey Quintero,Technology,Phones,Aurora Lite 5G,4,517.02,0.15,1757.87,1027.36,730.51,Chloe Dubois,Debit Card
ORD-2023670,2024-06-24,Central,Missouri,Kansas City,Small Business,Jamie Underwood,Office Supplies,Storage,StackWell Storage Bin,4,23.52,0,94.08,53.04,41.04,Priya Patel,Purchase Order
ORD-2023671,2023-06-14,West,Oregon,Portland,Small Business,Morgan Holloway,Apparel,Footwear,Portside Slip-On,2,71.18,0,142.36,95.37,46.99,Elena Garcia,Purchase Order
ORD-2023672,2023-02-27,East,Florida,Miami,Corporate,Casey Carter,Technology,Computers,Vector 16 Studio,1,2214.04,0.15,1881.93,1393.13,488.8,Noah Kim,Apple Pay
ORD-2023673,2024-03-10,East,Pennsylvania,Philadelphia,Consumer,Jordan Delgado,Technology,Phones,Aurora Lite 5G,1,518.22,0.1,466.4,273.98,192.42,Sofia Rossi,Purchase Order
ORD-2023674,2023-01-12,Central,Texas,Dallas,Corporate,Elliot Carter,Technology,Phones,Aurora Lite 5G,1,522.6,0,522.6,355.19,167.41,Ava Nguyen,PayPal
ORD-2023675,2023-04-06,Central,Illinois,Chicago,Home Office,Jordan Lockhart,Office Supplies,Storage,StackWell Storage Bin,2,23.76,0,47.52,33.82,13.7,Elena Garcia,Apple Pay
ORD-2023676,2024-05-30,West,California,San Francisco,Consumer,Taylor Delgado,Apparel,Footwear,Trailmate Work Boots,5,126.5,0,632.5,447.14,185.36,Chloe Dubois,Debit Card
ORD-2023677,2023-08-09,East,Massachusetts,Boston,Home Office,Quinn Ibarra,Apparel,Uniforms,FieldOps Polo (L),2,36.44,0,72.88,55.01,17.87,Sofia Rossi,Purchase Order
ORD-2023678,2024-09-13,West,California,San Francisco,Small Business,Taylor Quintero,Technology,Phones,Aurora X12 Smartphone,6,941.51,0.1,5084.15,3436.08,1648.07,Marcus Chen,Wire Transfer
ORD-2023679,2023-11-18,East,Pennsylvania,Philadelphia,Corporate,Elliot Jansen,Technology,Accessories,HyperDock 8-in-1 Hub,2,76.24,0.2,121.98,74.33,47.65,Jonas Weber,Apple Pay
ORD-2023680,2023-05-24,West,Oregon,Portland,Consumer,Skyler Underwood,Office Supplies,Writing,Meridian Fineliners (6-pack),3,21.94,0,65.82,42.87,22.95,Noah Kim,PayPal
ORD-2023681,2023-03-27,South,Louisiana,New Orleans,Home Office,Jordan Klein,Technology,Computers,Meridian Mini Desktop,6,829.33,0,4975.98,2913.68,2062.3,Elena Garcia,Debit Card
ORD-2023682,2024-08-06,South,Georgia,Atlanta,Corporate,Rowan Emerson,Apparel,Footwear,Trailmate Work Boots,4,127.56,0.2,408.19,284.82,123.37,Marcus Chen,Debit Card
ORD-2023683,2023-04-21,South,Louisiana,New Orleans,Corporate,Rowan Carter,Apparel,Footwear,Trailmate Work Boots,1,130.04,0.2,104.03,59.95,44.08,Yuki Tanaka,Debit Card
ORD-2023684,2024-04-26,East,Massachusetts,Boston,Home Office,Elliot Holloway,Technology,Computers,Vector 16 Studio,9,2086.27,0.1,16898.79,12363.13,4535.66,Ava Nguyen,Debit Card
ORD-2023685,2023-01-24,South,North Carolina,Charlotte,Home Office,Skyler Holloway,Furniture,Chairs,Halden Ergo Chair,5,342.64,0.2,1370.56,1028.46,342.1,Diego Alvarez,PayPal
ORD-2023686,2023-07-08,West,California,Los Angeles,Small Business,Parker Garrison,Office Supplies,Writing,Onyx Gel Pens (12-pack),4,14.52,0.15,49.37,32.62,16.75,Chloe Dubois,Wire Transfer
ORD-2023687,2023-12-30,South,Georgia,Atlanta,Corporate,Rowan Fitzgerald,Technology,Computers,Meridian Mini Desktop,2,825.34,0.1,1485.61,821.93,663.68,Jonas Weber,PayPal
ORD-2023688,2023-04-27,South,North Carolina,Charlotte,Consumer,Riley Ortega,Apparel,Uniforms,HighVis Softshell,2,89.26,0,178.52,99.68,78.84,Chloe Dubois,Purchase Order
ORD-2023689,2023-06-20,South,Tennessee,Nashville,Home Office,Cameron Rowland,Furniture,Chairs,Loft Lounge Chair,2,631.3,0,1262.6,782.11,480.49,Marcus Chen,Apple Pay
ORD-2023690,2024-05-26,South,Louisiana,New Orleans,Small Business,Casey Pemberton,Office Supplies,Writing,Meridian Fineliners (6-pack),3,22.29,0.1,60.18,34.67,25.51,Elena Garcia,PayPal
